ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(¯C),Water Temp(¯C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
610872095,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Simon Feys,,,,,,Malaysia,MY-06,Pahang,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,3,1,,1898,2848
610711023,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Joachim Bertrands,,,,,,Malaysia,MY-12,Sabah,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,1145,1715
610290433,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Pierre Howard,02-03-2011,2011,3,2,830,United States,US-FL-086,Florida,Miami-Dade,Bill Baggs Cape Florida SP,25.6733,-80.1582,,,Unspecified,,,,,,,,,S89800844,,,,,Seen feeding in trees in the park.,Gracula religiosa,cohmyn1,Group,27344,,2,1,,1933,1170
609099553,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Dominique Verbelen,,,,,,Thailand,TH-,Thailand,,"Khao Yai NP (general, please use more precise loc.)",14.4382942,101.3721952,,Call,Not Used,,,,AVoCet7813,,,,,,,,,Sound type description: could be song. Confidence in ID: 100%. ID determined by: seen. Other notes: Recorded in Jan 1997.,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609070732,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Pam Rasmussen,08-05-2009,2009,5,8,0,India,IN-AS-SO,Assam,Sonitpur,Nameri Eco Camp,26.9240955,92.8277953,,Song,Unspecified,,,,AVoCet9143,,,,,S150731485,,,,"Recording time: 05:28. Elevation (m): 96. Habitat: heavily wooded compound. Weather: overcast but fairly bright, 70F, still. Sound type description: could include calls. Confidence in ID: 100%. ID determined by: seen well singing. Group size: pair. Description of behavior: moving around from tree to tree.",,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609070731,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Pam Rasmussen,08-05-2009,2009,5,8,0,India,IN-AS-SO,Assam,Sonitpur,Nameri Eco Camp,26.9240955,92.8277953,,Song,Unspecified,,,,AVoCet9142,,,,,S150731485,,,,"Recording time: 05:11. Elevation (m): 96. Habitat: heavily wooded compound. Weather: overcast but fairly bright, 70F, still. Sound type description: could include calls. Confidence in ID: 100%. ID determined by: seen well singing.",,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609070383,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Philippe Verbelen,10-01-1997,1997,1,10,0,Philippines,PH-PLW,Palawan,,Puerto Princesa Subterranean River National Park,10.1706568,118.9141273,,Song,Unspecified,,,,AVoCet8915,,,,,S150729538,,,,Elevation (m): 20. Habitat: lowland rainforest. Confidence in ID: 100%. ID determined by: heard only.,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609070382,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Philippe Verbelen,,,,,,Indonesia,ID-SM-SS,Sumatera,Sumatera Selatan,,,,,Call,Unspecified,,,,AVoCet8914,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609070086,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Abidur Rahman,21-12-2009,2009,12,21,0,India,IN-AS-SO,Assam,Sonitpur,Nameri Eco Camp,26.9240955,92.8277953,,Call,Not Used,,,,AVoCet8599,,,,,S150731486,,,,"Elevation (m): 100. Habitat: Nameri eco camp,Nameri National Park . Weather: cold. Confidence in ID: 100%. ID determined by: seen well at about 20 meters distance.",,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609067236,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Monirul Khan,06-03-2010,2010,3,6,0,Bangladesh,BD-6,Sylhet bibhag,,"Lathitila Forest, Moulvibazar",24.56,92.22,,Call,Unspecified,,,,AVoCet5861,,,,,S150729934,,,,"Elevation (m): 45. Habitat: mixed evergreen forest. Weather: moderate temperature, sunny . Sound type description: could be song. Confidence in ID: 100%. ID determined by: call familiar.",,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609066644,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Pam Rasmussen,,,,,,Malaysia,MY-12,Sabah,,,,,,Call,Not Used,,,,AVoCet456,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609065183,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Philippe Verbelen,,,,,,Indonesia,ID-SM-SB,Sumatera,Sumatera Barat,,,,,Song,Not Used,,,,AVoCet3324,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609065182,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Philippe Verbelen,,,,,,Indonesia,ID-SM-SB,Sumatera,Sumatera Barat,,,,,Song,Not Used,,,,AVoCet3323,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
615701101,Photo,Long-eared Owl,Asio otus,,? ??,02-03-2024,2024,3,2,1430,South Korea,KR-11,Seoul-T'ukpyolshi,,?? ?? - ????????(Han River--Gangseo Wetland Eco Park),37.586476,126.819306,,,Unspecified,,,,,,,,,S163857464,,,,,??,Asio otus,loeowl,Species,9045,,0,0,,3456,4608
615701100,Photo,Long-eared Owl,Asio otus,,? ??,02-03-2024,2024,3,2,1430,South Korea,KR-11,Seoul-T'ukpyolshi,,?? ?? - ????????(Han River--Gangseo Wetland Eco Park),37.586476,126.819306,,,Unspecified,,,,,,,,,S163857464,,,,,??,Asio otus,loeowl,Species,9045,,0,0,,3456,4608
615697545,Audio,Long-eared Owl,Asio otus,,Lisa Doud,,,,,,United States,US-PA-117,Pennsylvania,Tioga,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,,
615697534,Audio,Long-eared Owl,Asio otus,,Lisa Doud,,,,,,United States,US-PA-117,Pennsylvania,Tioga,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,,
615697086,Photo,Long-eared Owl,Asio otus,,Marika Roberge,17-02-2024,2024,2,17,1100,Canada,CA-QC-QU,Quebec,QuÇbec,Domaine de Maizerets,46.8377354,-71.2104727,,,Unspecified,,,,,,,,,S161914707,,,,,,Asio otus,loeowl,Species,9045,,0,0,,4288,2848
615687152,Photo,Long-eared Owl,Asio otus,,Wayne Paes,,,,,,United Kingdom,GB-ENG-OXF,England,Oxfordshire,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,4,1,,1851,2844
615687011,Photo,Long-eared Owl,Asio otus,,Wayne Paes,,,,,,United Kingdom,GB-ENG-OXF,England,Oxfordshire,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,4,1,,2077,3072
615680821,Photo,Long-eared Owl,Asio otus,,David Cooper,,,,,,United Kingdom,GB-SCT-ZET,Scotland,Shetland Islands,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,375,500
615680820,Photo,Long-eared Owl,Asio otus,,David Cooper,,,,,,United Kingdom,GB-SCT-ZET,Scotland,Shetland Islands,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,375,500
615679472,Photo,Long-eared Owl,Asio otus,,Monika Czupryna,05-03-2024,2024,3,5,1304,Poland,PL-LD,L¢dzkie,,Z?ak¢w Ko?cielny Area,52.184169,19.822301,,,Unspecified,,,,,,,,,S163776371,,,,,,Asio otus,loeowl,Species,9045,,0,0,,1080,1440
615679471,Photo,Long-eared Owl,Asio otus,,Monika Czupryna,05-03-2024,2024,3,5,1304,Poland,PL-LD,L¢dzkie,,Z?ak¢w Ko?cielny Area,52.184169,19.822301,,,Unspecified,,,,,,,,,S163776371,,,,,,Asio otus,loeowl,Species,9045,,0,0,,1080,1440
615679090,Photo,Long-eared Owl,Asio otus,,êmile Brassard-Gourdeau,21-02-2024,2024,2,21,1010,Canada,CA-QC-QU,Quebec,QuÇbec,Domaine de Maizerets,46.8376522,-71.2121549,,,Unspecified,,,,,,,,,S162459148,,,,,,Asio otus,loeowl,Species,9045,,0,0,,,
615678166,Photo,Long-eared Owl,Asio otus,,Colton Veltkamp,,,,,,United States,US-OR-051,Oregon,Multnomah,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,2006,3009
615669409,Photo,Long-eared Owl,Asio otus,,Phillip K,01-03-2024,2024,3,1,1143,South Korea,KR-11,Seoul-T'ukpyolshi,,?? ?? - ????????(Han River--Gangseo Wetland Eco Park),37.586476,126.819306,,,Unspecified,,,,,,,,,S163311738,,,,,2??? ?? ??? ???,Asio otus,loeowl,Species,9045,,0,0,,2277,3416
615655272,Photo,Long-eared Owl,Asio otus,,Sherry Wei,02-02-2022,2022,2,2,900,Canada,CA-ON-TO,Ontario,Toronto,Tommy Thompson Park,43.6282673,-79.329167,,,Unspecified,,,,,,,,,S161147807,,,,,,Asio otus,loeowl,Species,9045,,0,0,,954,636
615646844,Audio,Long-eared Owl,Asio otus,,Andy Butler,,,,,,United Kingdom,GB-ENG-DBY,England,Derbyshire,,,,Adult Male ? 1,Song,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,5,2,,,
615646651,Audio,Long-eared Owl,Asio otus,Scolopax rusticola -- Eurasian Woodcock,Andy Butler,,,,,,United Kingdom,GB-ENG-DBY,England,Derbyshire,,,,Adult Female ? 1; Adult Male ? 1,Call,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,4,1,,,
615642069,Photo,Long-eared Owl,Asio otus,,Keith Riding,,,,,,Canada,CA-BC-GV,British Columbia,Metro Vancouver,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,3456,4608
615636183,Photo,Long-eared Owl,Asio otus,,Alexander Sowers,,,,,,United States,US-WA-075,Washington,Whitman,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,3,1,,922,1253
615635652,Photo,Long-eared Owl,Asio otus,,Wenbo Li,,,,,,United States,US-IN-157,Indiana,Tippecanoe,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,2203,1017
615624364,Photo,Long-eared Owl,Asio otus,,Beata Prusak,03-03-2024,2024,3,3,732,Poland,PL-LD,L¢dzkie,,S?udwia River Valley,52.2021356,19.7835967,,,Unspecified,,,,,,,,,S163652280,,,,,,Asio otus,loeowl,Species,9045,,0,0,,2688,4032
615619743,Photo,Long-eared Owl,Asio otus,,Daniela Rupolo,03-03-2024,2024,3,3,1641,Canada,CA-ON-TO,Ontario,Toronto,Toronto--Downsview Park,43.7437383,-79.4830566,,,Unspecified,,,,,,,,,S163631682,,,,,Roosting in a tree by the path.,Asio otus,loeowl,Species,9045,,5,1,,4239,2827
615618219,Photo,Long-eared Owl,Asio otus,,Catherine Boisseau,,,,,,United States,US-CT-011,Connecticut,New London,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,3456,5184
615618046,Photo,Long-eared Owl,Asio otus,,Dave Ebbitt,,,,,,United States,US-CA-073,California,San Diego,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,3005,2064
615618043,Photo,Long-eared Owl,Asio otus,,Dave Ebbitt,,,,,,United States,US-CA-073,California,San Diego,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,2742,1706
615618039,Photo,Long-eared Owl,Asio otus,,Dave Ebbitt,,,,,,United States,US-CA-073,California,San Diego,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,2706,1900
615617990,Photo,Long-eared Owl,Asio otus,,henry hn,03-03-2024,2024,3,3,1150,Canada,CA-ON-TO,Ontario,Toronto,Downsview Park,43.7409754,-79.480075,,,Unspecified,,,,,,,,,S163650455,,,,,,Asio otus,loeowl,Species,9045,,0,0,,3497,2300
615613825,Photo,Long-eared Owl,Asio otus,,Benjamin Murphy,,,,,,United States,US-IL-105,Illinois,Livingston,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,3456,4608
615613824,Photo,Long-eared Owl,Asio otus,,Benjamin Murphy,,,,,,United States,US-IL-105,Illinois,Livingston,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,3456,4608
615613827,Photo,Long-eared Owl,Asio otus,,Benjamin Murphy,,,,,,United States,US-IL-105,Illinois,Livingston,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045,,0,0,,3456,4608
615653288,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,809,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866200,,,,,Dentro. Macho full. Hembra.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,1136,1706
615652557,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,2611,3923
615652560,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,2151,3232
615651520,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,2393,3595
615651514,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,2332,3503
615650563,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,2096,3149
615650562,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,2041,3066
615650344,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,1154,1733
615650336,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,1232,1851
615650333,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,1287,1934
615649968,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,28-12-2023,2023,12,28,704,Guatemala,GT-AV,Alta Verapaz,,SFF Setonq--001,15.375994,-90.34936,,,Unspecified,,,,,,,,,S157866145,,,,,Dentro. Macho full. Hembra 1er a§o.,Setophaga chrysoparia,gchwar,Species,33674,,5,1,,1204,1809
615606929,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Carlos Barreda C†rdenas,03-03-2024,2024,3,3,805,Mexico,MX-NLE-031,Nuevo Le¢n,Linares,Rancho El Encino (Privado) Bosque pino-encino,24.7341799,-99.7404897,,,Unspecified,,,,,,,,,S163634640,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,0,0,,3456,4608
615564889,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Gabrielle S,02-03-2024,2024,3,2,1138,United States,US-TX-425,Texas,Somervell,Dinosaur Valley SP (PPW-W 055),32.2561684,-97.8172989,,,Unspecified,,,,,,,,,S163510386,,,,,In the Ashe juniper trees along the Limestone Ledge Trail. Unmistakable yellow and black face. Will add photos.,Setophaga chrysoparia,gchwar,Species,33674,,0,0,,1321,2048
615564887,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Gabrielle S,02-03-2024,2024,3,2,1138,United States,US-TX-425,Texas,Somervell,Dinosaur Valley SP (PPW-W 055),32.2561684,-97.8172989,,,Unspecified,,,,,,,,,S163510386,,,,,In the Ashe juniper trees along the Limestone Ledge Trail. Unmistakable yellow and black face. Will add photos.,Setophaga chrysoparia,gchwar,Species,33674,,0,0,,1459,2048
615549391,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Mark & Teri McClelland,02-03-2024,2024,3,2,808,United States,US-TX-019,Texas,Bandera,Love Creek Preserve (limited access by permission-TNC),29.7744493,-99.410525,,,Unspecified,,,,,,,,,S163453128,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,4,2,,2186,2732
615549390,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Mark & Teri McClelland,02-03-2024,2024,3,2,808,United States,US-TX-019,Texas,Bandera,Love Creek Preserve (limited access by permission-TNC),29.7744493,-99.410525,,,Unspecified,,,,,,,,,S163453128,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,3.5,2,,1900,2375
615401756,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Rick Robinson,16-04-1983,1983,4,16,0,United States,US-TX-453,Texas,Travis,Emma Long Metro Park,30.3316943,-97.8387451,,,Unspecified,,,,,,,,,S47358321,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,0,0,,2400,3600
615254461,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Jeremy Collison,20-05-2023,2023,5,20,1310,United States,US-TX-019,Texas,Bandera,Lost Maples SNA--West Trail,29.8204657,-99.5879316,,,Unspecified,,,,,,,,,S138774892,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,1,1,,1454,2180
615252574,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Jeremy Collison,19-05-2023,2023,5,19,1643,United States,US-TX-053,Texas,Burnet,Balcones Canyonlands NWR--Doeskin Ranch,30.6190048,-98.0728912,,,Unspecified,,,,,,,,,S138617027,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,1,1,,937,1405
615252569,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Jeremy Collison,19-05-2023,2023,5,19,1643,United States,US-TX-053,Texas,Burnet,Balcones Canyonlands NWR--Doeskin Ranch,30.6190048,-98.0728912,,,Unspecified,,,,,,,,,S138617027,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,2,1,,880,1320
615165169,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Warwick Board,22-04-2018,2018,4,22,945,United States,US-TX-053,Texas,Burnet,Balcones Canyonlands NWR--Doeskin Ranch,30.6190048,-98.0728912,,Carrying Food,Unspecified,,,,,,,,,S162518618,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,0,0,,1915,2873
615157198,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Crist¢bal Palacios Galdamez,12-12-2023,2023,12,12,740,Mexico,MX-CHP-029,Chiapas,Coapilla,Centro Ecotur°stico Laguna Verde,17.132937,-93.1651998,,,Unspecified,,,,,,,,,S156196324,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,3,1,,4000,6000
615028444,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Steve Stucker,29-03-2015,2015,3,29,0,United States,US-TX-265,Texas,Kerr,Kerr WMA,30.0769673,-99.5034742,,,Unspecified,,,,,,,,,S162152715,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,0,0,,2169,2899
614866616,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Edwin Miranda,01-02-2024,2024,2,1,1047,Honduras,HN-LE,Lempira,,"PN Monta§a de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]",14.5708326,-88.6370087,,,Unspecified,,,,,,,,,S161598640,,,,,"Machos adultos, forjando juntos a baja altura en los †rboles",Setophaga chrysoparia,gchwar,Species,33674,,0,0,,1080,1440
614866617,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Edwin Miranda,01-02-2024,2024,2,1,1047,Honduras,HN-LE,Lempira,,"PN Monta§a de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]",14.5708326,-88.6370087,,,Unspecified,,,,,,,,,S161598640,,,,,"Machos adultos, forjando juntos a baja altura en los †rboles",Setophaga chrysoparia,gchwar,Species,33674,,0,0,,1080,1440
614866615,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Edwin Miranda,01-02-2024,2024,2,1,1047,Honduras,HN-LE,Lempira,,"PN Monta§a de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]",14.5708326,-88.6370087,,,Unspecified,,,,,,,,,S161598640,,,,,"Machos adultos, forjando juntos a baja altura en los †rboles",Setophaga chrysoparia,gchwar,Species,33674,,0,0,,1080,1440
614866482,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Edwin Miranda,01-02-2024,2024,2,1,1322,Honduras,HN-LE,Lempira,,"PN Monta§a de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]",14.5708326,-88.6370087,,,Unspecified,,,,,,,,,S161599019,,,,,"Una hembra, forrajeando siempre acompa§ada de un setophaga virens",Setophaga chrysoparia,gchwar,Species,33674,,0,0,,1080,1440
614866446,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Edwin Miranda,01-02-2024,2024,2,1,1322,Honduras,HN-LE,Lempira,,"PN Monta§a de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]",14.5708326,-88.6370087,,,Unspecified,,,,,,,,,S161599019,,,,,"Una hembra, forrajeando siempre acompa§ada de un setophaga virens",Setophaga chrysoparia,gchwar,Species,33674,,0,0,,1080,1440
614866362,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Edwin Miranda,01-02-2024,2024,2,1,1322,Honduras,HN-LE,Lempira,,"PN Monta§a de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]",14.5708326,-88.6370087,,,Unspecified,,,,,,,,,S161599019,,,,,"Una hembra, forrajeando siempre acompa§ada de un setophaga virens",Setophaga chrysoparia,gchwar,Species,33674,,0,0,,1080,1440
614811036,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Dave Read,07-04-2014,2014,4,7,915,United States,US-TX-463,Texas,Uvalde,Garner SP (HOTW 033),29.587714,-99.7373199,,,Unspecified,,,,,,,,,S160703834,,,,,,Setophaga chrysoparia,gchwar,Species,33674,,0,0,,2621,3495
615699191,Photo,Gray Kingbird,Tyrannus dominicensis,,Robert Leonhardt,12-02-2024,2024,2,12,930,Dominican Republic,DO-11,La Altagracia,,Punta Cana Village,18.555421,-68.3693361,,,Unspecified,,,,,,,,,S163213554,,,,,,Tyrannus dominicensis,grykin,Species,17158,,0,0,,3456,4608
615699184,Photo,Gray Kingbird,Tyrannus dominicensis,,Robert Leonhardt,12-02-2024,2024,2,12,930,Dominican Republic,DO-11,La Altagracia,,Punta Cana Village,18.555421,-68.3693361,,,Unspecified,,,,,,,,,S163213554,,,,,,Tyrannus dominicensis,grykin,Species,17158,,0,0,,3456,4608
615696851,Photo,Gray Kingbird,Tyrannus dominicensis,,Michael O'Brien,26-02-2024,2024,2,26,1515,Panama,PA-1,Bocas del Toro,,Tranquilo Bay Eco Adventure Lodge,9.255821,-82.1453547,,,Unspecified,,,,,,,,,S163041828,,,,,Continuing; photos,Tyrannus dominicensis,grykin,Species,17158,,0,0,,2272,3408
615696778,Photo,Gray Kingbird,Tyrannus dominicensis,,Michael O'Brien,25-02-2024,2024,2,25,1557,Panama,PA-1,Bocas del Toro,,Tranquilo Bay Eco Adventure Lodge,9.255821,-82.1453547,,,Unspecified,,,,,,,,,S162942324,,,,,Rare; being chased by two TRKI; photos,Tyrannus dominicensis,grykin,Species,17158,,0,0,,2272,3408
